XPLMacomb007,1,3
xplmacomb011,1,2
XPLMacomb008,1,2
Esportsx10,1,0
XPLnewportbeach2,2,0
BigT涼,2,0
XPLCUP3,3,3
XPLCUP2,3,0
XPLCUP1,3,2
XPLCUP4,3,11
CNHGamerPC11,4,0
CNHGamerPC2,4,0
CNHGamerPC3,4,0
XPLNAustin4,5,0
XPLNAustin2,5,0
XPLNAustin1,5,0
XPLNAustin3,5,0
XPLFC1,6,0
xplfc2,6,1
RedNinjaNugget,6,0
xplfc4,6,0
XPLFC10,7,0
SoloDinosaur999,7,0
XPLFC9,7,1
XPLFC11,7,0
XPLHQ,8,0
