XPLFC1,1,0
xplfc2,1,1
XPLFC12,1,4
KravenHyper0707,1,2
CNHGamerPC6,2,2
LoudounXPL10,3,0
LoudounXPL9,3,1
RelaxinVibes134,3,1
LoudounXPL7,3,3
XPLMadison25,4,3
XPLMadison19,4,2
XPLMadison20,4,2
XPLMadison18,4,1
Easiness,5,2
User-8008135,5,0
XPL Clu,5,1
bob da munchkin,5,1
xplfc7,6,0
XPLFC9,6,0
XPLFC6,6,0
Dark_jovan10061,7,0
CNHGamerPC8,7,0
CNHGamerPC9,7,0
J ovaniel10,7,0
CNHGamerPC2,8,0
CNHGamerPC11,8,0
CNHGamerPC3,8,0
CNHGamerPC12,8,0
XPLHQ,9,0
