XPLFC1,1,1
XPLFC12,1,2
xplfc2,1,3
RedNinjaNugget,1,0
popchest52,2,4
EZZ-KDS25,2,0
CNHGamerPC6,2,1
XPLCUP1,3,2
XPLCUP4,3,1
XPLCUP2,3,1
XPLCUP3,3,0
CNHGamerPC2,4,0
CNHGamerPC3,4,1
XPLMacomb007,5,3
xplmacomb011,5,0
XPLMacomb008,5,0
Esportsx10,5,0
XPLNAustin4,6,0
XPLNAustin2,6,3
XPLNAustin3,6,2
XPLNAustin1,6,1
XPLnewportbeach2,7,0
XPLFC10,8,0
XPLFC11,8,0
XPLFC9,8,0
SoloDinosaur999,8,1
XPLHQ,9,0
